"id","product_uid","product_title","search_term","relevance"
47587,111904,"Everbilt 1/4 in. -20 tpi x 2-1/2 in. Zinc-Plated Hex Bolt","1/4 hex bolt",3
47594,111908,"Sandusky 21 in. 4-Wheel Utility Cart with Liner, Red","narita shopping cart liner",2.33
47624,111921,"Hampton Bay 18x84x24 in. Pantry Cabinet in Medium Oak","cabinets pantry",2
47625,111921,"Hampton Bay 18x84x24 in. Pantry Cabinet in Medium Oak","hampton bay cabinets medium oak",2.67
47626,111921,"Hampton Bay 18x84x24 in. Pantry Cabinet in Medium Oak","hampton bay oak bast cabinets",2.67
47639,111924,"RIDGID 3 ft. Toilet Auger","ridgid auger",3
47648,111927,"KitchenAid 4-Burner Built-In Propane Gas Island Grill Head in Stainless Steel with Searing Main Burner and Rotisserie Burner","built in natural gas grill",2.67
47652,111928,"Titebond 8 oz. Original Wood Glue","titebond",3
47683,111941,"Salsbury Industries 2240 Series Standard Surface-Mounted Green Private Letter Box with Commercial Lock","commercial mailbox",2.67
47689,111943,"2 in. x 12 in. Floor Register, Natural Oak","2x112 floor register",2.67
47699,111946,"1/2 in. ID x 20 ft. Copper Soft Type L Coil (5/8 in. OD)","5/8 copper",2.67
47748,111961,"Leviton 1-Gang Midway Duplex Outlet Nylon Wall Plate - White (10-Pack)","wall outlet cover outdoor",2
47749,111961,"Leviton 1-Gang Midway Duplex Outlet Nylon Wall Plate - White (10-Pack)","wall outlet covers",2.33
47752,111962,"Vestil 55 Gal. Drum Clear Plastic Cover","plastic cover",2.67
47765,111968,"Valencia 72 in. Laminate Countertop in Spicewood Springs","counter",2
47767,111968,"Valencia 72 in. Laminate Countertop in Spicewood Springs","formica tops",1.67
47775,111972,"GE Genuine Replacement Refrigerators Water Filter (3-Pack)","ge mwr filter",3
47780,111973,"Leviton Feed Through, QuickPort HDMI Wire Connector - Light Almond","wire 0/6",2
47781,111974,"DURA 1-1/4 in. x 1 in. Schedule 40 PVC Reducer Bushing","1-1/4 cu reducer",2.33
47793,111977,"MS International Arabescato Carrara Herringbone Pattern 12 in. x 12 in. x 10 mm Honed Marble Mesh-Mounted Mosaic Tile (10 sq. ft. / case)","chevron",1.67
47798,111979,"Tow Smart Sleeved Barrel Style Receiver Lock","american gourmet barrel style",1.67
47810,111984,"MOEN Brantford 1-Handle Posi-Temp Shower Only Trim Kit in Oil Rubbed Bronze (Valve Sold Separately)","moen dhower faucet",2.33
47813,111986,"Hampton Bay Beaded 2 Toggle Switch Wall Plate - Tumbled Antique Brass","double outlet cover",2.67
47833,111992,"Bosch 2-1/2 in.BIM Hammerhead Plunge Blade","bosch blades 1640vs",2.33
47845,111996,"Preval Sprayer Val-Pack Kit","accessories for roundup sprayer",2
47860,112001,"CE TECH Tilting Flat Panel TV Wall Mount for TVs 26 in. - 65 in.","flat brackets",2
47877,112005,"Roberts 1406 16 oz. Tongue and Groove Adhesive in Pint Applicator Bottle","wood Glues",2.67
47908,112019,"Ryobi 40-Volt Lithium-Ion Battery","rayoby batteries",2.67
47921,112023,"Unger 8-16 ft. Aluminum Telescopic Pole with Connect and Clean Locking Cone and PRO Locking Collar","window washing tools",1.67
47934,112027,"Gama Sonic Victorian Solar Black Outdoor Post/Wall Light with Bright White LEDs and Motion Sensor","light podt sensor",2.67
47945,112029,"Rheem Performance 29 Gal. Tall 6 Year 32,000 BTU Natural Gas Water Heater","hot water tank gas",2.67
47949,112031,"Prime-Line Safety Spring Door Closer, White","closer",2
47966,112035,"Maytag 33 in. W 22 cu. ft. French Door Refrigerator in Monochromatic Stainless Steel","maytag 20.6cu ft refrigerator",2.33
48030,112050,"YARDGARD Select 4 ft. x 24 ft. Steel Fence Panel","steel fence panels",3
48053,112057,"Veranda White Vinyl Fence Slide Lock Bracket Kit (Common: 3 in. x 3 in. x 3 in.; Actual: 2.688 in. x 2.7 in. x 3.1 in.)","vynal fence",1.67
48070,112060,"MasterPiece 59-1/4 in. x 79-1/2 in. Composite White Right-Hand Woodgrain Interior with Blinds Between Glass Sliding Patio Door","blinds in the glass sliding",2.67
48084,112064,"Westek Plug-In 3-Outlet Outdoor Digital Photocell Timer","waterproof outdoor timer",2.33
48092,112066,"Glacier Bay 49 in. W x 22 in. D Cultured Marble Vanity Top with Basin in White","22 vanity",3
48102,112066,"Glacier Bay 49 in. W x 22 in. D Cultured Marble Vanity Top with Basin in White","vanities with bowls sinks",2.33
48113,112069,"Roberts Laminate Cutter for Cross Cutting up to 8 in. Wide","35' paper",1.67
48119,112069,"Roberts Laminate Cutter for Cross Cutting up to 8 in. Wide","laminate flooring underlayment",1
48130,112071,"4 in. PVC 45-Degree Hub x Hub x Hub Wye","4 CONDUIT",2.33
48176,112083,"Hampton Bay 24x34.5x24 in. Hampton Drawer Base Cabinet with Ball-Bearing Drawer Glides in Natural Hickory","drawer base cabinet",3
48186,112086,"Hubbell TayMac 30 in. PTAC Air Deflector (4-Pack)","air ventalation deflector",2.67
48193,112088,"Dremel 1/8 in. Multi Max Grout Removal Blade","dremel multi max",3
48213,112092,"Motsenbockers 16 oz. Silicone Latex Caulk and Foam Sealant Remover","sealant remover",3
48217,112095,"Home Fashion Technologies Louver Composite Interior Closet Bi-fold Door","oak interior doors",2.67
48220,112098,"American Pro Decor 14 in. x 3-7/8 in. x 9 in. Unfinished Large North American Solid Alder Traditional Plain Wood Backet Corbel","alder",2.67
48222,112099,"Rubbermaid Configurations Custom Closet 3 - 6 ft. Satin Nickel Deluxe Kit","rubbermaid closet organizer",3
48241,112107,"Haier 3.2 cu. ft. Mini All Refrigerator in Black","haier 3.2 cu",3
48287,112119,"LG Electronics 7,500 BTU 115-Volt Window Air Conditioner with Cool, Heat and Remote","spliter ac unit",2
48316,112122,"Columbia Forest Products 3/4 in. x 4 ft. x 8 ft. PureBond Birch Plywood Project Panel","wood table panel",2.33
48335,112130,"VENTS-US 4 in. Galvanized Back-Draft Damper with Rubber Seal","Hvac damper",2.67
48386,112145,"Hampton Bay 3 Gang GFCI Wall Plate - Noche","decorative outlet covers",2.33
48416,112158,"Builder&#39;s Choice 2-Panel Arch Top V-Grooved Solid Core Knotty Alder Single Prehung Interior Door","doors exterior with top windo",2.33
48478,112181,"Hampton Bay Georgian 1 Toggle Wall Plate - Aged Bronze","hampton bay geogian wall plates aged bronze",3
48479,112181,"Hampton Bay Georgian 1 Toggle Wall Plate - Aged Bronze","hampton bay wall plate rea",2.67
48489,112184,"Lynch Sign 10 in. x 7 in. Blue on White Plastic Please Pay When Served Sign","please flush sign",2
48493,112186,"Filament Design Catherine 18 in. Incandescent Black Table Lamp","18 wat let lamps",2
48498,112187,"Fasade Double Sided Tile Decorative Wall Tile Adhesive Tape","backsplash panel",1
48531,112196,"Master Flow 8 in. x 7 in. x 6 in. Wye","6 wye",2.67
48570,112210,"Liberty 1-1/4 in. Satin Nickel Round Solid Knobs (10-Pack)","drawer handle",2
48585,112214,"Range Kleen 8 in. Plug-In Element with Y Bracket","stove element",3
48616,112222,"Whirlpool 30 in. Convertible Range Hood in Stainless Steel","30 inch under cabinet stainless range hood",2.67
48619,112222,"Whirlpool 30 in. Convertible Range Hood in Stainless Steel","pr3-pg3 range hood",1.33
48641,112234,"Ozeri 10 in. Green Earth Frying Pan with Smooth Ceramic Non-Stick Coating (100% PTFE and PFOA Free)","ptfe",2.67
48655,112238,"MTD Genuine Factory Parts Deck Drive Belt for 50 in. Zero-Turn Mowers 2006 and After","mtd parts",2.33
48669,112243,"MOEN Voss Posi-Temp Shower Trim Kit Less Showerhead in Oil Rubbed Bronze (Valve Sold Separately)","mien bronze shower kit",2.33
48703,112256,"Cellwood White Electrical Mounting Block","siding mounting blocks for lights",2.33
48706,112258,"Werner 16 ft. Aluminum 3 Section Compact Extension Ladder with 225 lb. Load Capacity Type II Duty Rating","35 ft. extension ladders",2
48720,112265,"Grip-Rite #8 x 2-1/2 in. Philips Bugle-Head Coarse Thread Sharp Point Drywall Screws (1 lb.-Pack)","15lb bugle 3deck screw",2
48752,112273,"TAFCO WINDOWS 20 in. x 25 in. Utility Fixed Picture Vinyl Window with Grid - White","36x24 window w/ grid",2
48759,112278,"Philips 50W Equivalent Bright White PAR16 Dimmable LED Flood Light Bulb","outdoor LED light bulb",3
48761,112279,"Virtu USA Caroline 48 in. W x 22 in. D Vanity Cabinet Only in Elegant White","48 inch vanity white",3
48770,112284,"Everbilt 6 in. Satin Nickel Square Corner Flush Bolt","a bolt",2.67
48778,112287,"Glomar 4-Light Polished Chrome Vanity Light with Alabaster Glass Bell Shades","polished chrome",3
48784,112291,"Honey-Can-Do Back To School  Blue Home Organization Kit","home organization",2.67
48787,112292,"DreamLine AquaFold 56 to 60 in. x 58 in. Semi-Framed Hinged Tub Door with Return Panel in Chrome","dreamline showeruni door",2
48790,112294,"Martha Stewart Living Mudroom 2-Shelf Wood Base Shelving Unit in Picket Fence","closet units",2
48794,112294,"Martha Stewart Living Mudroom 2-Shelf Wood Base Shelving Unit in Picket Fence","shelving wood 2x12",2
48805,112300,"Norcal Pottery 4 in. Terra Cotta Clay Pot","clab",1.67
48841,112317,"Tommy Docks 18 in. Straight Dock Bumper (2-Pack)","dock bumpers",3
48861,112323,"Trinity 5-Tier Outdoor Wire 48 in. x 18 in. x 72 in. Shelving Rack with Wheels in Gray","wire shelving units",3
48883,112331,"Ryobi Hex Shank Pilot Titanium Drill Bit Set (4-Piece)","ryobi drill bits and rivers",3
48889,112334,"Pergo XP Kingston Cherry 10 mm Thick x 4-7/8 in. Wide x 47-7/8 in. Length Laminate Flooring (13.1 sq. ft. / case)","pergo flooring pl1669",2.33
48891,112335,"Cub Cadet 46 in. Lawn Tractor Blade Set for LTX1045 Riding Lawn Tractors 2009 and After","3  scotts tractor rider blades 46'",1.67
48933,112345,"4 in. x 2 ft. Round Metal Duct Pipe","4 in  round vent",2.33
48954,112353,"Zinsser 5-gal. Cover Stain High Hide White Oil-Base Interior/Exterior Primer and Sealer","zinsser primer 3131",2
48956,112354,"Broan QTX Series Very Quiet 110 CFM Ceiling Exhaust Bath Fan with Light and Heater","bathroom ceiling exhaust fans light kits",2.67
48961,112354,"Broan QTX Series Very Quiet 110 CFM Ceiling Exhaust Bath Fan with Light and Heater","heater fan",2.67
48967,112355,"American Standard Cadet 3 1.6 GPF Toilet Tank Only in Bone","cadet 3 insulated in bone",3
48970,112356,"HDX 6 ft. x 1 in. Locking Tie-Downs (4-Pack)","strap",1.67
48974,112359,"Bull Outdoor Products 4-Burner Built-In Propane Gas Grill in Stainless Steel with Infrared Burner","infared grills",3
48980,112361,"designview Casa-Lagoon Stripe 3.5 in. Vertical Blind - 78 in. W x 84 in. L","vertical blind accsesories",2.33
48981,112361,"designview Casa-Lagoon Stripe 3.5 in. Vertical Blind - 78 in. W x 84 in. L","vertical blinds for doors",3
48992,112367,"Trex Transcend 30.375 in. Classic White Colonial Spindles (16-Per Box)","wooden handrails",2.33
48997,112370,"Husky 25 ft. 12/3 SJTW Extension Cord with Standard Plug","extension cord 25 ft",2.67
48998,112370,"Husky 25 ft. 12/3 SJTW Extension Cord with Standard Plug","extension cord plugs",2.33
49000,112371,"Sun Joe Trimmer Joe 4 Amp Straight Shaft Electric String Trimmer","electric weed whacker",3
49015,112376,"HDX 5.48 in. 10-Compartment Sawhorse Bracket","saww horse",2.33
49030,112382,"Classic Accessories Veranda Large Patio Sofa Cover","SECTIONAL SOFA COVERS",3
49042,112385,"American Standard Colony 1.28 GPF Toilet Tank Only for 12 in. Rough in White","american standard tank",3
49059,112394,"Everbilt 1/2 in. x 72 in. Plain Steel Square Tube with 1/16 in. Thickness","plain steel square tube",3
49062,112395,"Schlage Camelot Collection Georgian Aged Bronze Bed and Bath Knob","door knobs interior schlage 043156889930",2.67
49094,112408,"Weber Q 2000/200 Series Bonnet Cover","b onnet",2
49097,112409,"Vigo Milo Single Hole 1-Handle Vessel Bathroom Faucet in Antique Rubbed Bronze with Pop-Up","Antique Bronze Vessel Faucet",2.67
49110,112415,"Lithonia Lighting Diamond Plate 2-Light Chrome Ceiling Fluorescent Shop Light","ceiling plates",2
49114,112416,"Glacier Bay Miriana 60 in. x 36 in. Polished Edge Traditional Mirror","bath mirrors",2.67
49126,112421,"DuraVent PelletVent 3 in. Wall Thimble","3 inch pipe",2
49134,112422,"Delta Cassidy 2-Handle Deck-Mount Roman Tub Faucet with Hand Shower Trim Kit in Venetian Bronze (Valve &amp; Handles Not Included)","cassidy",3
49148,112424,"HealthSmart Deluxe Plastic Toilet Seat in White","raised toilet seat",3
49170,112432,"MS International Metro Charcoal 12 in. x 24 in. Glazed Porcelain Floor and Wall Tile (16 sq. ft. / case)","greecianmarble floor tile",2.33
49184,112433,"GE Profile 1.1 cu. ft. Countertop Microwave in Stainless Steel","ge countertop microwave",3
49189,112433,"GE Profile 1.1 cu. ft. Countertop Microwave in Stainless Steel","micro wave ovens",3
49220,112447,"Coleman Instant Sundome 6-Person Dome Tent","camping",3
49263,112463,"LARSON 24 in. x 39 in. 2-Track Double Hung Storm Aluminum Window","aluminum storm windows",2.67
49278,112470,"Nantucket Pavers Cobblestone 10 in. x 7 in. x 4 in. Granite Gray Edger Kit","belgian block",2.33
49344,112488,"DeckMate #10 3-1/2 in. Star Flat-Head Wood Deck Screws (5 lb.-Pack)","3 1/2 in grinder",2.67
49361,112495,"1 in. High Flow Opaq Whole House Water Filtration System","carboy",2.33
49379,112500,"Masonite 32 in. x 80 in. 15 Lite Painted Steel Prehung Front Door with Brickmold","exterior door 32 masonite",2.33
49385,112501,"EGO 24 in. 56-Volt Lithium-ion Cordless Hedge Trimmer - Battery and Charger Not Included","ego batteries",1
49394,112505,"RIDGID 12-Volt Battery Charger","ridgid 12 volt",2.67
49404,112511,"Solistone Anatolia White Onyx 12 in. x 12 in. x 12.7 mm Natural Stone Pebble Mesh-Mounted Mosaic Tile (10 sq. ft. / case)","12 x 12 stone backsplash",2
49443,112524,"Sterilite 16 in. 3-Drawer Ultra Cart (2-Pack)","STERILITE DRAWER",3
49452,112529,"WeatherTech TechFloor 3 in. x 12 in. Yellow/Black Vinyl Flooring Tiles (Left Loop) (Quantity of 10)","weathertech",2.33
49472,112540,"White Rodgers Single Stage Digital 5/2 Day Programmable Thermostat","white rodgers",2.67
49476,112542,"Foremost Naples 37 in. W x 22 in. D Vanity in Warm Cinnamon with Granite Vanity Top in Black with Right Offset Basin","black vanity tops",2.67
49477,112543,"MOEN Vestige 2-Handle Moentrol with Transfer Valve Trim Kit in Chrome (Valve Not Included)","moen vestige",3
49488,112546,"Liberty 2 in. Satin Nickel Quatrefoil Back Plate Knob","knobs for cabinet",2.67
49490,112548,"Maximus 75W Equivalent Daylight White PAR300 Dimmable LED Spot Light Bulb","led spot light bulbs",2.67
49492,112549,"Grip-Rite #4 x 6 in. 60å¡ Bright Steel Spikes (50 lb.-Pack)","spike nails",2.33
49499,112551,"Smart Tiles 9.85 in x 9.85 in Adhesive Decorative Wall Tile Backsplash Idaho in Grey, Green, Beige and Rust (6-Piece)","stick on wall tile",3
49507,112556,"Venetian Worldwide Linford Leatherette Left Sectional Sofa and Ottoman in Black Corduroy","SECTIONAL SOFA COVERS",1.67
49542,112570,"1 in. x 4 in. x 8 ft. Barn Grey #2 and Better Pine Windswept Trim Board (9-Piece/Box)","rustic wood planks",2.67
49548,112572,"TrafficMASTER Enviroback Charcoal 60 in. x 36 in. Recycled Rubber/Thermoplastic Rib Door Mat","are rug",2.33
49553,112572,"TrafficMASTER Enviroback Charcoal 60 in. x 36 in. Recycled Rubber/Thermoplastic Rib Door Mat","commercial runners",2.67
49554,112572,"TrafficMASTER Enviroback Charcoal 60 in. x 36 in. Recycled Rubber/Thermoplastic Rib Door Mat","flooring runner",1.33
49558,112572,"TrafficMASTER Enviroback Charcoal 60 in. x 36 in. Recycled Rubber/Thermoplastic Rib Door Mat","plastic floor mat",2.67
49563,112573,"DAP 5.5 oz. DryDex Spackling Paste","drydex",3
49568,112574,"Home Fashion Technologies 6-Panel Stain Ready Solid Wood Interior Closet Bi-fold Door","flat panel wood grain bifold door",1.67
49617,112595,"Home Decorators Collection Elephant 18 in. Square Decorative Pillow","throw pillows",3
49627,112599,"Surebonder Pneumatic Palm Nailer and 2 in. x 18-Gauge Brad Nailer Combo Kit","palm nailers",2.33
49640,112602,"Miracle-Gro 2 cu. ft. Garden Soil for Flowers and Vegetables","return on plant",1.33
49653,112606,"Lotos 50-Amp Plasma Cutter with 200-Amp TIG Welder and 200-Amp Stick Welder Combo","50 amp 250-600v",3
49692,112617,"Glacier Bay Constructor 4 in. Centerset 2-Handle Low-Arc Bathroom Faucet in Chrome","bathro sinks",2
49693,112617,"Glacier Bay Constructor 4 in. Centerset 2-Handle Low-Arc Bathroom Faucet in Chrome","bathroom facets",3
49696,112617,"Glacier Bay Constructor 4 in. Centerset 2-Handle Low-Arc Bathroom Faucet in Chrome","glacier bay cooper",1.33
49720,112623,"MOEN Align 1-Handle Posi-Temp Tub and Shower Faucet Trim Kit Less Showerhead in Chrome (Valve Not Included)","shower faucets trims",2
49756,112634,"Harris 16 oz. Roach and Ant Killer (3-Pack)","andril ant killer",2.33
49766,112638,"Liberty 5 in. Stainless Steel Bar Cabinet Hardware Pull","stainless steel hardware",3
49790,112646,"Philips 4 ft. T12 40-Watt Cool White Supreme Alto Linear Fluorescent Light Bulb (10-Pack)","910 fluorescent lights",2.33
49835,112663,"Lithonia Lighting 4-Light T5 White High Output Fluorescent High Bay","4 flourescent",3
49847,112664,"Lutron Maestro 600-Watt Multi-Location Companion Dimmer - White","lutron maestro companion dimmer switch",2.67
49853,112666,"True Temper 6 cu. ft. Poly Wheelbarrow with Total Control Handles","true temper wheelbarrow",3
49893,112689,"White Rodgers B50 Baseboard Non-Programmable Thermostat - Dual Pole","white rodgers",3
49906,112695,"WEN 120-Volt 10 in. Waxer/Polisher in Case with Extra Bonnets","b onnet",2.33
49918,112699,"Allure Aluminum 4.5 ft. x 6 ft. Aluminum Black Unassembled Provincial Style 3-Rail Fence Section (4-Pack)","wrought iuron fence panels",2.33
49924,112703,"Southwire 1-1-1-3 Aluminum SER Wire (By-the-Foot)","8/3 electrical wire by foot",2
49933,112707,"Jameson 24 ft. Glow Fish Rod Kit","cable puller",1
49954,112714,"Timberline 2 cu. ft. Mini Pine Bark Nuggets","bagged cinder mulch",2
49955,112714,"Timberline 2 cu. ft. Mini Pine Bark Nuggets","ceder mulch",2
49976,112721,"Scotts 15,000 sq. ft. Turfbuilder Winterguard Fertilizer with Plus 2 Weed Control","scotts lawn seed",1.67
49996,112726,"KitchenAid Double Drawer 4.7 cu. ft. Bottom Freezer Refrigerator in Panel Ready, Counter Depth","kitchenaid refrigerator bottom frrezer",2.67
50010,112732,"Hot Shot 32 oz. Ready-to-Use Bed Bug Killer","bed bug steamer",2.33
50026,112737,"Crown Bolt 1/4 in. Black Plastic T Knob","knob",2.67
50033,112739,"Klein Tools VDV Scout Pro 2 Tester Kit","tc-nt2 cable tester",2
